"","close"
"1",16.209999
"2",16.190001
"3",16.08
"4",16.200001
"5",15.88
"6",15.99
"7",15.6
"8",15.87
"9",15.74
"10",15.55
"11",15.93
"12",15.77
"13",15.36
"14",14.97
"15",15.29
"16",15.19
"17",15.4
"18",15.44
"19",15.56
"20",15.75
"21",16.049999
"22",15.71
"23",15.33
"24",15.81
"25",15.52
"26",15.09
"27",14.7
"28",15.05
"29",15.15
"30",15.76
"31",15.98
"32",16.25
"33",16.309999
"34",16.48
"35",16.5
"36",16.709999
"37",16.67
"38",16.799999
"39",16.780001
"40",16.74
"41",16.559999
"42",16.52
"43",16.940001
"44",17.120001
"45",17.059999
"46",17
"47",17.26
"48",17.309999
"49",17.219999
"50",17.799999
"51",17.84
"52",17.77
"53",17.77
"54",17.780001
"55",17.73
"56",17.790001
"57",17.969999
"58",18.049999
"59",17.93
"60",17.93
"61",17.639999
"62",17.74
"63",18.23
"64",18.790001
"65",18.35
"66",18.34
"67",18.959999
"68",18.950001
"69",19.66
"70",19.799999
"71",19.299999
"72",19.08
"73",19.35
"74",19.73
"75",20.34
"76",20.77
"77",21.059999
"78",20.889999
"79",20.42
"80",20.360001
"81",21.25
"82",20.309999
"83",21.120001
"84",21.41
"85",21.09
"86",20.18
"87",19.799999
"88",21.08
"89",21.209999
"90",21.66
"91",21.299999
"92",20.84
"93",20.879999
"94",20.41
"95",20.280001
"96",19.200001
"97",19.76
"98",19.09
"99",19.23
"100",19.360001
"101",20.52
"102",20.33
"103",19.82
"104",20.280001
"105",19.790001
"106",18.299999
"107",18.27
"108",18.52
"109",18.91
"110",19.68
"111",19.92
"112",20.23
"113",20.639999
"114",20.620001
"115",20.74
"116",20.82
"117",20.43
"118",19.450001
"119",19.52
"120",18.99
"121",19.66
"122",19.75
"123",19.129999
"124",19.129999
"125",19.16
"126",18.469999
"127",18.15
"128",19.26
"129",19.6
"130",20
"131",19.93
"132",20.389999
"133",20.129999
"134",20.190001
"135",19.190001
"136",19.540001
"137",19.98
"138",19.459999
"139",20.379999
"140",20.620001
"141",21.35
"142",21.24
"143",21.389999
"144",21.07
"145",21.110001
"146",21.65
"147",21.32
"148",21.16
"149",20.98
"150",20.85
"151",21.17
"152",20.969999
"153",20.4
"154",20.120001
"155",20.15
"156",20.049999
"157",20.4
"158",20.51
"159",19.9
"160",19.9
"161",20.07
"162",20
"163",20.379999
"164",20.110001
"165",20.450001
"166",20.290001
"167",20.58
"168",21.389999
"169",21.450001
"170",21.9
"171",21.52
"172",20.74
"173",20.690001
"174",20.84
"175",21.129999
"176",21.139999
"177",21.280001
"178",21.299999
"179",21.58
"180",22.120001
"181",21.58
"182",21.17
"183",20.51
"184",21.110001
"185",20.860001
