"","close"
"1",16.286667
"2",16.7166673333
"3",16.7700003333
"4",16.6533336667
"5",17.459999
"6",17.286667
"7",16.9033336666
"8",17.0066663333
"9",16.8500003333
"10",16.6800003333
"11",16.836666
"12",15.7833336667
"13",15.12
"14",14.706667
"15",14.9833336667
"16",15.1000003333
"17",15.1800003333
"18",14.5600003333
"19",14.286667
"20",14.6099996667
"21",14.8266666667
"22",14.67
"23",14.1099996667
"24",14.3066663333
"25",14.17
"26",14.3599996667
"27",14.3599996667
"28",15.0200003333
"29",14.9666663333
"30",15.37
"31",15.37
"32",15.4666663333
"33",15.59
"34",15.6066666667
"35",15.666667
"36",15.7600003333
"37",15.8433333333
"38",15.8199996667
"39",16.1066666667
"40",16.1566656667
"41",15.993333
"42",16.0200003333
"43",16.3233336667
"44",16.3433343333
"45",16.5066663333
"46",16.629999
"47",16.8933333333
"48",16.9933336666
"49",17.040001
"50",17.1800003333
"51",17.076666
"52",17.2833326666
"53",17.17
"54",17.2666663333
"55",17.25
"56",17.0333326666
"57",17.0599993333
"58",16.996666
"59",17.17
"60",17.1100006666
"61",16.9666673333
"62",17.3999996666
"63",17.536667
"64",17.4866656666
"65",17.3066673333
"66",17.66
"67",17.6533336666
"68",17.626667
"69",17.7600003333
"70",18.4866656666
"71",18.416666
"72",18.1466673333
"73",18.0666676666
"74",18.4033336666
"75",18.496666
"76",18.5666676666
"77",18.9400006666
"78",19
"79",18.5733336666
"80",18.626667
"81",19.0933343333
"82",18.6833323333
"83",19.166666
"84",18.4433326666
"85",17.9400006666
"86",17.709999
"87",17.5566673333
"88",18.416666
"89",18.5266666666
"90",18.913334
"91",18.6499996666
"92",18.3433343333
"93",18.2233333333
"94",17.963333
"95",17.706667
"96",16.586666
"97",17.0300006666
"98",16.8233336666
"99",16.826666
"100",16.9400006666
"101",17.540001
"102",17.416666
"103",17.1766663333
"104",17.833334
"105",17.673334
"106",16.673334
"107",16.2199993333
"108",16.416666
"109",16.3966673333
"110",17.2566663333
"111",17.3833333333
"112",17.290001
"113",17.873333
"114",17.9066656666
"115",18.326666
"116",18.3166676666
"117",18.663334
"118",17.826666
"119",17.790001
"120",17.2299996666
"121",17.416666
"122",17.453333
"123",16.6499996667
"124",16.543333
"125",16.376667
"126",15.8999996667
"127",15.8266666667
"128",16.4366663333
"129",16.92
"130",17.253334
"131",17.4866656666
"132",17.2399996666
"133",17.3133336666
"134",17.34
"135",16.706667
"136",16.5966663333
"137",16.870001
"138",16.673334
"139",17.2399996666
"140",17.5499993333
"141",17.953333
"142",17.663334
"143",17.5699996666
"144",17.5
"145",17.5733336666
"146",17.959999
"147",17.9066656666
"148",18.1033326666
"149",18.1966666666
