"","close"
"1",22.9699995
"2",22.49
"3",22.575001
"4",22.424999
"5",22.59
"6",22.6450005
"7",22.1499995
"8",22.5
"9",22.6450005
"10",21.92
"11",22.040001
"12",22.049999
"13",21.25
"14",20.2700005
"15",20.424999
"16",20.6000005
"17",20.3950005
"18",20.01
"19",19.92
"20",20.285
"21",20.285
"22",20.215
"23",19.26
"24",19.4300005
"25",19.4799995
"26",19.8099995
"27",19.7749995
"28",20.0300005
"29",19.9400005
"30",20.6499995
"31",20.8449995
"32",20.9799995
"33",21.3950005
"34",20.879999
"35",20.615
"36",20.8150005
"37",20.7350005
"38",20.825001
"39",21.25
"40",21.2199995
"41",21.7749995
"42",21.625
"43",21.955
"44",21.879999
"45",22.1450005
"46",22.5699995
"47",22.165001
"48",22.075001
"49",21.9449995
"50",22.1900005
"51",22.285
"52",22.129999
"53",21.745001
"54",21.4799995
"55",21.125
"56",20.99
"57",20.9750005
"58",20.7299995
"59",21.209999
"60",21.1100005
"61",21.0949995
"62",21.1949995
"63",21.4850005
"64",21.4850005
"65",21.3950005
"66",21.3999995
"67",21.6499995
"68",21.74
"69",21.7649995
"70",22.3500005
"71",22.215
"72",21.91
"73",22.01
"74",23.7199995
"75",23.370001
"76",23.365
"77",23.4850005
"78",23.6949995
"79",22.955
"80",23.1800005
"81",23.365
"82",23.1049995
"83",23.5550005
"84",22.385
"85",22.0550005
"86",21.6800005
"87",21.2350005
"88",22.625
"89",22.495001
"90",22.7199995
"91",22.51
"92",22
"93",22.4050005
"94",22.08
"95",21.495001
"96",20.5949995
"97",20.959999
"98",20.785
"99",20.7700005
"100",20.6100005
"101",21.495001
"102",21.200001
"103",20.5249995
"104",20.9750005
"105",21.125
"106",20.3950005
"107",19.8999995
"108",19.58
"109",19.6949995
"110",20.325001
"111",20.504999
"112",20.5300005
"113",21.5
"114",21.33
"115",21.334999
"116",21.3199995
"117",21.285
"118",20.9300005
"119",20.865
"120",20.4699995
"121",20.705
"122",20.74
"123",20.0200005
"124",19.6399995
"125",19.7649995
"126",19.4799995
"127",19.4400005
"128",20.1399995
"129",20.370001
"130",20.3199995
"131",20.2749995
"132",20.99
"133",21.17
"134",21.299999
"135",20.575001
"136",20.799999
"137",21.2299995
