1,37.03
2,36.93
3,36.52
4,36.12
5,36.58
6,36.58
7,36.94
8,36.69
9,36.69
10,36.9
11,36.34
12,36.39
13,37.1
14,36.97
15,37.15
16,36.94
17,37.57
18,37.76
19,37.53
20,37.4
21,37.52
22,38.22
23,38.49
24,38.48
25,38.96
26,38.88
27,39.34
28,39.87
29,39.71
30,40.39
31,40.26
32,40.68
33,40.78
34,41.19
35,41.14
36,41.68
37,41.07
38,40.78
39,40.61
40,40.73
41,40.83
42,41.19
43,41.3
44,41.42
45,40.75
46,41.06
47,40.81
48,40.55
49,41.15
50,41.93
51,42.3
52,41.45
53,40.22
54,39.91
55,39.72
56,39.72
57,40.01
58,40.2
59,40.02
60,40.02
61,39.68
62,39.93
63,40.49
64,40.94
65,42.21
66,44.34
67,42.77
68,43.3
69,43.76
70,44.06
71,46.4
72,47.0
73,47.4
74,47.68
75,46.71
76,47.02
77,46.01
78,47.59
79,46.83
80,46.17
81,47.0
82,47.31
83,47.29
84,46.57
85,47.17
86,46.8
87,46.44
88,46.85
89,46.05
90,44.58
91,45.73
92,45.47
93,45.18
94,46.47
95,46.3
96,44.69
97,44.82
98,43.99
99,43.32
100,44.18
101,43.97
102,44.54
103,44.86
104,46.03
105,45.81
106,45.16
107,44.99
108,44.51
109,43.95
110,44.19
111,45.0
112,45.19
113,44.59
114,43.93
115,44.22
116,43.76
117,43.33
118,43.24
119,43.99
120,43.84
121,43.62
122,44.14
123,43.74
124,44.0
125,43.69
126,43.11
127,43.33
128,42.93
129,41.98
130,41.68
131,41.95
132,41.57
133,41.32
134,41.66
135,42.24
136,42.42
137,41.67
138,42.03
139,41.79
140,41.69
141,41.72
142,41.99
143,41.72
144,41.89
145,42.3
146,42.52
147,43.26
148,43.68
149,43.56
150,45.14
151,45.4
152,46.52
153,47.53
154,46.78
155,46.55
156,46.82
157,46.61
158,46.93
159,46.2
160,46.28
161,47.24
162,46.93
163,46.56
164,47.52
165,47.02
166,46.6
167,46.41
168,47.84
169,47.68
170,47.67
171,47.39
172,48.8
173,49.67
174,49.72
175,49.27
176,49.73
177,48.96
178,49.37
179,48.77
180,52.02
181,53.32
182,53.13
183,52.52
184,52.48
185,53.04
186,52.52
187,52.04
188,51.3
189,52.35
190,52.58
191,52.54
192,51.86
193,52.74
194,52.42
195,51.86
196,51.98
197,51.79
198,52.35
199,53.41
200,52.85
201,51.88
202,51.67
203,51.38
204,51.48
205,50.96
206,51.08
207,50.8
208,50.68
209,51.21
210,51.23
211,50.65
212,50.55
213,50.73
214,50.88
215,51.1
216,52.59
217,53.84
218,53.37
219,53.33
220,53.2
221,53.6
222,53.15
223,53.42
224,53.15
225,52.27
226,52.85
